"ID"	"State"	"InitialState"
"B26_TLS"	"S01"	"IS01"
"c_2_TLS"	"S01"	"IS01"
"c_34_TLS"	"S01"	"IS01"
"B26_NonTLS"	"S02"	"IS09"
"P131_NonTLS"	"S02"	"IS09"
"c_7_TLS"	"S03"	"IS04"
"c_51_TLS"	"S03"	"IS04"
"a_3_TLS"	"S03"	"IS04"
"a_15_NonTLS"	"S03"	"IS04"
"b_1_TLS"	"S03"	"IS04"
"C01_TLS"	"S04"	"IS02"
"B49_TLS"	"S05"	"IS08"
"P131_TLS"	"S05"	"IS08"
"c_3_TLS"	"S05"	"IS08"
"c_3_NonTLS"	"S05"	"IS08"
"c_45_TLS"	"S05"	"IS08"
"a_15_TLS"	"S05"	"IS08"
