"ID"	"State"	"InitialState"
"B26_TLS"	"S01"	"IS04"
"B49_TLS"	"S01"	"IS04"
"P131_TLS"	"S01"	"IS04"
"c_4_TLS"	"S01"	"IS04"
"c_34_TLS"	"S01"	"IS04"
"c_51_TLS"	"S01"	"IS04"
"a_15_TLS"	"S01"	"IS04"
"b_18_TLS"	"S01"	"IS04"
"c_3_TLS"	"S02"	"IS01"
"c_2_NonTLS"	"S04"	"IS12"
"c_7_TLS"	"S05"	"IS10"
"a_1_NonTLS"	"S05"	"IS10"
"a_3_TLS"	"S05"	"IS10"
"a_15_NonTLS"	"S05"	"IS10"
"a_17_NonTLS"	"S05"	"IS10"
"b_1_TLS"	"S05"	"IS10"
"b_1_NonTLS"	"S05"	"IS10"
"c_3_NonTLS"	"S07"	"IS11"
