"ID"	"State"	"InitialState"
"B26_TLS"	"S01"	"IS07"
"c_4_TLS"	"S01"	"IS07"
"c_34_TLS"	"S01"	"IS07"
"c_51_TLS"	"S01"	"IS07"
"b_18_TLS"	"S01"	"IS07"
"B49_TLS"	"S02"	"IS09"
"c_3_NonTLS"	"S02"	"IS09"
"a_15_TLS"	"S02"	"IS09"
"P131_TLS"	"S03"	"IS05"
"b_7_NonTLS"	"S04"	"IS01"
"a_15_NonTLS"	"S05"	"IS08"
"a_17_NonTLS"	"S05"	"IS08"
"b_1_NonTLS"	"S05"	"IS08"
"P131_NonTLS"	"S06"	"IS13"
